Scheme_Code,ISIN_Div_Payout_ISIN_Growth,ISIN_Div_Reinvestment,Scheme_Name,Net_Asset_Value,Date,Scheme_Type,Scheme_Category,Mutual_Fund_Family
147880,-,INF205KA1072,Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),1000.1316,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Invesco Mutual Fund
147709,-,INF00XX01481,ITI Overnight Fund - Regular Plan - Daily IDCW Option,1001,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,ITI Mutual Fund
147718,INF00XX01549,INF00XX01515,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,1001.8717,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,ITI Mutual Fund
147838,-,INF192K01LY2,JM Overnight Fund (Direct) - Daily IDCW,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,JM Financial Mutual Fund
147839,-,INF192K01LU0,JM Overnight Fund (Regular) - Daily IDCW,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,JM Financial Mutual Fund
149827,-,-,JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan,1073.9936,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,JM Financial Mutual Fund
149826,-,-,JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,1073.9936,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,JM Financial Mutual Fund
146140,-,INF174KA1BE2,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1003.6055,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Kotak Mahindra Mutual Fund
146138,-,INF174KA1BB8,Kotak Overnight Fund-Regular Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,1004.7568,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Kotak Mahindra Mutual Fund
147566,-,INF174V01820,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,1131.1206,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Mahindra Manulife Mutual Fund
149471,-,-,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Mahindra Manulife Mutual Fund
151866,-,INF959L01GW6,NAVI Overnight Fund Direct Plan Daily IDCW Reinvestment,10.0129,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Navi Mutual Fund
151870,-,INF959L01HE2,NAVI Overnight Fund Regular Plan Daily IDCW Reinvestment,10.0129,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Navi Mutual Fund
147609,-,INF663L01T76,PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,PGIM India Mutual Fund
150561,-,INF680P01331,Shriram Overnight Fund - Direct Daily IDCW,10,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Shriram Mutual Fund
150558,-,INF680P01257,Shriram Overnight Fund - Regular Daily IDCW,10,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Shriram Mutual Fund
149820,INF903JA1KX4,-,Sundaram Overnight Fund Unclaimed IDCW beyond three years,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Sundaram Mutual Fund
149819,INF903JA1KY2,-,Sundaram Overnight Fund Unclaimed Redemption  beyond three years,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Sundaram Mutual Fund
146998,-,INF582M01FK1,Union Overnight Fund - Regular Plan - Daily IDCW Option,1001.2517,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Union Mutual Fund
149451,-,-,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Union Mutual Fund
149453,-,-,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,1000,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,Union Mutual Fund
124266,-,INF789FB1S89,UTI Overnight Fund - Direct Plan - Daily IDCW,1371.6621,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,UTI Mutual Fund
124265,-,INF789FB1T13,UTI Overnight Fund - Regular Plan - Daily IDCW,1370.8617,01-Sep-2024,Open Ended Schemes,Debt Scheme - Overnight Fund,UTI Mutual Fund
148313,INF090I01VS3,-,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
118567,INF090I01GN5,INF090I01GO3,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,1465.75,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
118566,INF090I01GL9,INF090I01GM7,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,1526.9039,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
118568,INF090I01GP0,-,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW,1240.3343,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
101236,INF090I01338,INF090I01346,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,1436.9029,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
101238,INF090I01312,INF090I01320,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,1494.8231,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
101242,INF090I01353,-,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,1301.4839,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
118565,INF090I01GK1,-,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,5168.6698,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148314,INF090I01VR5,-,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148318,INF090I01VN4,-,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148312,INF090I01VU9,-,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148311,INF090I01VT1,-,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148319,INF090I01VP9,-,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148317,INF090I01VO2,-,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148315,INF090I01VQ7,-,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
101232,INF090I01304,-,Franklin India Short-Term Income Plan-Growth,5149.4099,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
101244,INF090I01361,-,Franklin India Short-Term Income Plan-Institutional Plan - Growth,4256.4773,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
148316,INF090I01VV7,-,Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW,0,30-Aug-2024,Open Ended Schemes,Debt Scheme - Short Duration Fund,Franklin Templeton Mutual Fund
119500,INF209K01UQ1,-,Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW,100.2586,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Aditya Birla Sun Life Mutual Fund
105888,INF209K01LY4,-,Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,100.2594,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Aditya Birla Sun Life Mutual Fund
109108,INF209K01MB0,-,Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,100.2679,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Aditya Birla Sun Life Mutual Fund
144753,-,INF846K01F57,Axis Ultra Short Term Fund - Direct Plan - Daily IDCW,10.0358,31-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Axis Mutual Fund
144758,-,INF846K01G31,Axis Ultra Short Term Fund - Regular Plan - Daily IDCW,10.0707,31-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Axis Mutual Fund
144174,INF194KA18R9,INF194KA19R7,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,10.0405,31-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Bandhan Mutual Fund
144172,INF194KA12Q4,INF194KA13Q2,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,10.0538,31-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Bandhan Mutual Fund
119380,-,INF761K01CT3,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,1011.928,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Bank of India Mutual Fund
111970,-,INF761K01CW7,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,1007.4498,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Bank of India Mutual Fund
143507,-,INF955L01GW4,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW,1006.2583,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Baroda BNP Paribas Mutual Fund
143511,-,INF955L01GZ7,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW,1007.0751,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Baroda BNP Paribas Mutual Fund
118315,-,INF760K01GL3,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),1240.71,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Canara Robeco Mutual Fund
109372,-,INF760K01DA3,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),1240.71,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Canara Robeco Mutual Fund
119203,-,INF740KA1NT0,DSP Ultra Short Fund - Direct Plan - IDCW - Daily,1005.3951,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,DSP Mutual Fund
104140,-,INF740KA1NW4,DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest,1005.4914,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,DSP Mutual Fund
145041,-,INF179KB12R1,HDFC Ultra Short Term Fund - Daily IDCW Option,10.103,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,HDFC Mutual Fund
145039,-,INF179KB16Q4,HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option,10.092,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,HDFC Mutual Fund
147910,-,INF336L01OS9,HSBC Ultra Short Duration Fund - Direct Daily IDCW,1079.9409,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,HSBC Mutual Fund
147909,-,INF336L01OX9,HSBC Ultra Short Duration Fund - Regular Daily IDCW,1031.7278,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,HSBC Mutual Fund
147771,-,INF767K01QP8,LIC MF Ultra Short Duration Fund-Direct Plan-Daily IDCW,1102.1317,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,LIC Mutual Fund
147766,-,INF767K01QJ1,LIC MF Ultra Short Duration Fund-Regular Plan-Daily IDCW,1093.4116,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,LIC Mutual Fund
143498,-,INF204K01UC2,NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION,1114.15,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Nippon India Mutual Fund
143500,-,INF204K01YF7,NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION,1114.15,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Nippon India Mutual Fund
138342,INF223J01FH4,-,PGIM India Ultra Short Duration Fund - Daily Dividend,10.0203,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,PGIM India Mutual Fund
138361,-,INF223J01QL3,PGIM India Ultra Short Duration Fund - Direct Plan - Daily Dividend,10.0179,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,PGIM India Mutual Fund
109501,-,INF789F01554,UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),1046.1477,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,UTI Mutual Fund
147308,-,INF03VN01258,WhiteOak Capital Ultra Short Duration Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW),1002.2999,30-Aug-2024,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,WhiteOak Capital Mutual Fund
147690,INF204KB19F7,INF204KB10G4,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.0206,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147684,INF204KB11G2,INF204KB12G0,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,0.0104,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147683,INF204KB17F1,INF204KB18F9,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.0142,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147686,INF204KB16G1,INF204KB17G9,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,0.0159,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147687,INF204KB18G7,INF204KB19G5,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,0.0099,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147688,INF204KB14G6,INF204KB15G3,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.0137,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148266,INF204KB16T4,INF204KB17T2,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148267,INF204KB18T0,INF204KB19T8,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148270,INF204KB14T9,INF204KB15T6,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148272,INF204KB13U9,INF204KB14U7,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148268,INF204KB15U4,INF204KB16U2,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148269,INF204KB11U3,INF204KB12U1,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147689,INF204KB16F3,-,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.0558,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
147685,INF204KB13G8,-,Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan,0.0518,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148265,INF204KB13T1,-,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148271,INF204KB10U5,-,Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Growth Plan,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Mutual Fund
148291,INF204KB15O7,INF204KB16O5,NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148292,INF204KB17O3,INF204KB18O1,NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148294,INF204KB10P5,INF204KB11P3,NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148295,INF204KB12P1,INF204KB13P9,NIPPON INDIA HYBRID BOND FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148296,INF204KB14O0,-,Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148293,INF204KB19O9,-,Nippon India Hybrid Bond Fund - Segregated Portfolio 2 - Growth Plan,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Nippon India Mutual Fund
148276,INF204KB11S7,INF204KB12S5,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148277,INF204KB13S3,INF204KB14S1,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148275,INF204KB19R2,INF204KB10S9,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148278,INF204KB19S0,INF204KB10T7,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148282,INF204KB11T5,INF204KB12T3,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148281,INF204KB17S4,INF204KB18S2,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147691,INF204KB10E9,-,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,0.3021,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147697,INF204KB11E7,-,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,0.3021,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147692,INF204KB14E1,INF204KB15E8,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2604,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147693,INF204KB16E6,INF204KB17E4,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,0.2566,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147698,INF204KB12E5,INF204KB13E3,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2564,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147695,INF204KB18E2,-,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,0.2885,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147700,INF204KB19E0,-,Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,0.2885,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147694,INF204KB12F2,INF204KB13F0,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2471,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147699,INF204KB14F8,INF204KB15F5,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,0.2437,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
147696,INF204KB10F6,INF204KB11F4,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2436,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148273,INF204KB17R6,-,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148274,INF204KB18R4,-,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148279,INF204KB15S8,-,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
148280,INF204KB16S6,-,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,0,30-Aug-2024,Open Ended Schemes,Hybrid Scheme - Equity Savings,Nippon India Mutual Fund
139619,-,-,Taurus Investor Education Pool - Unclaimed Dividend - Growth,10,30-Aug-2024,Open Ended Schemes,Money Market,Taurus Mutual Fund
139618,-,-,Taurus Investor Education Pool - Unclaimed Redemption - Growth,10,30-Aug-2024,Open Ended Schemes,Money Market,Taurus Mutual Fund
151533,INF209KB18T9,-,Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,Aditya Birla Sun Life Mutual Fund
142589,-,INF740KA1EU7,DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,DSP Mutual Fund
152049,-,-,HDFC NIFTY 1D RATE LIQUID ETF,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,HDFC Mutual Fund
144947,INF109KC1KT9,-,ICICI Prudential BSE Liquid Rate ETF,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,ICICI Prudential Mutual Fund
151358,INF174KA1LV5,-,Kotak Nifty 1D Rate Liquid ETF,1005.9273,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,Kotak Mahindra Mutual Fund
151908,-,INF769K01KS1,Mirae Asset Nifty 1D Rate Liquid ETF,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,Mirae Asset Mutual Fund
140086,INF732E01037,-,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,1000,01-Sep-2024,Open Ended Schemes,Other Scheme - Other  ETFs,Nippon India Mutual Fund
152168,-,INF200KA13Z8,SBI NIFTY 1D Rate ETF,1000.1711,31-Aug-2024,Open Ended Schemes,Other Scheme - Other  ETFs,SBI Mutual Fund
105882,INF204K01DW6,-,Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,17.933,30-Aug-2024,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Nippon India Mutual Fund
152584,INF0GCD01743,-,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,11.71,30-Aug-2024,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Trust Mutual Fund
