Scheme_Code,ISIN_Div_Payout_ISIN_Growth,ISIN_Div_Reinvestment,Scheme_Name,Net_Asset_Value,Date,Scheme_Type,Scheme_Category,Mutual_Fund_Family
119551,INF209KA12Z1,INF209KA13Z9,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,106.2668,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
119552,INF209K01YM2,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,115.7045,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
119553,INF209K01YO8,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,106.6995,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
108272,INF209K01LX6,INF209KA11Z3,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,149.7046,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
110282,INF209K01LU2,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,111.9008,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
108274,INF209K01LN7,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,103.2989,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
110490,INF209K01LR8,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,111.6806,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
106157,INF209K01LS6,-,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,106.1365,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
108273,INF209K01LV0,-,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,342.594,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
103176,INF209K01LT4,-,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,514.2797,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
119550,INF209K01YN0,-,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,354.5654,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund
120437,-,INF846K01CU0,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,1039.3272,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
120438,INF846K01CR6,-,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,2533.7493,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
120439,INF846K01CT2,INF846K01CS4,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,1033.986,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
120436,INF846K01CV8,INF846K01CW6,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,1039.3762,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
117447,-,INF846K01CC8,Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,1039.3185,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
117446,INF846K01CB0,-,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,2462.8342,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
117449,INF846K01CF1,INF846K01CG9,Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,1033.9377,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
117448,INF846K01CD6,INF846K01CE4,Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,1039.3339,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Axis Mutual Fund
152164,INF0QA701649,INF0QA701631,Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,10.7025,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
152163,INF0QA701615,INF0QA701623,Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,10.7025,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
152165,INF0QA701557,-,Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,10.6556,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
152166,INF0QA701565,INF0QA701573,Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,10.6556,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
152162,INF0QA701607,-,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,10.7025,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
152167,INF0QA701599,INF0QA701581,Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,10.6556,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bajaj Finserv Mutual Fund
121936,INF194K019M8,-,BANDHAN Banking & PSU Debt Fund - Direct Annual IDCW,12.358,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
127471,-,INF194KA1JD3,BANDHAN Banking & PSU Debt Fund - Direct Daily IDCW,10.4786,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121934,-,INF194K010N5,BANDHAN Banking & PSU Debt Fund - Direct Fortnightly IDCW,10.461,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121279,INF194K015G8,-,BANDHAN Banking & PSU Debt Fund - Direct Growth,23.6615,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121281,INF194K016G6,INF194K017G4,BANDHAN Banking & PSU Debt Fund - Direct IDCW,12.4468,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121935,-,INF194K011N3,BANDHAN Banking & PSU Debt Fund - Direct Monthly IDCW,10.4249,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121938,INF194K018M0,-,BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW,10.9353,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121933,INF194K015M6,-,BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW,11.3687,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
127470,-,INF194KA1JC5,BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW,10.8805,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121931,-,INF194K016M4,BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW,10.6165,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121280,INF194K01SN6,-,BANDHAN Banking & PSU Debt Fund - Regular Growth,23.049,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121282,INF194K01SO4,INF194K012D2,BANDHAN Banking & PSU Debt Fund - Regular IDCW,12.4463,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121932,-,INF194K017M2,BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW,10.6688,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
121937,INF194K014M9,-,BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW,10.8362,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Bandhan Mutual Fund
148629,INF955L01KF1,INF955L01KG9,Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option,10.3005,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
148628,INF955L01KC8,-,Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option,12.0233,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
148630,INF955L01KD6,INF955L01KE4,Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option,10.4581,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
148625,INF955L01JX6,-,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option,11.8018,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
148626,INF955L01KA2,INF955L01KB0,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option,10.171,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
148627,INF955L01JY4,INF955L01JZ1,Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option,10.2849,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Baroda BNP Paribas Mutual Fund
150505,INF760K01KC4,-,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,11.4072,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Canara Robeco Mutual Fund
150507,INF760K01KE0,INF760K01KD2,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,10.5763,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Canara Robeco Mutual Fund
150503,INF760K01KF7,-,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,11.3373,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Canara Robeco Mutual Fund
150504,INF760K01KH3,INF760K01KG5,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),10.5189,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Canara Robeco Mutual Fund
124175,INF740K01ZW2,-,DSP Banking & PSU Debt Fund - Direct Plan - Growth,23.2637,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124178,INF740K01A18,INF740K01A26,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,10.5823,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124182,-,INF740KA1OF7,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,10.1594,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124176,INF740K01ZX0,INF740K01ZY8,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,10.2731,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124177,INF740K01ZZ5,INF740K01A00,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly,10.3922,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124183,INF740KA1OG5,INF740KA1OH3,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,10.1594,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124172,INF740K01ZP6,-,DSP Banking & PSU Debt Fund - Regular Plan - Growth,22.5238,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124174,INF740K01ZU6,INF740K01ZV4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,10.5704,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124173,-,INF740KA1OI1,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,10.1594,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124180,INF740K01ZQ4,INF740K01ZR2,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,10.2643,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124181,INF740K01ZS0,INF740K01ZT8,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly,10.385,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
124179,INF740KA1OJ9,INF740KA1OK7,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,10.1593,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,DSP Mutual Fund
129008,INF090I01KR8,-,Franklin India Banking & PSU Debt Fund - Direct - Growth,21.8631,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Franklin Templeton Mutual Fund
129006,INF090I01KO5,-,Franklin India Banking & PSU Debt Fund - Growth,20.987,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Franklin Templeton Mutual Fund
129009,INF090I01KS6,INF090I01KT4,Franklin India Banking and PSU Debt Fund - Direct - IDCW,11.2522,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Franklin Templeton Mutual Fund
129007,INF090I01KP2,INF090I01KQ0,Franklin India Banking and PSU Debt Fund - IDCW,10.6598,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Franklin Templeton Mutual Fund
128628,INF179KA1JC4,-,HDFC Banking and PSU Debt Fund - Growth Option,21.5052,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HDFC Mutual Fund
128629,INF179KA1IZ7,-,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,22.3201,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HDFC Mutual Fund
128627,INF179KA1JD2,INF179KA1JE0,HDFC Banking and PSU Debt Fund - IDCW Option,10.1511,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HDFC Mutual Fund
128626,INF179KA1JA8,INF179KA1JB6,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,10.0414,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HDFC Mutual Fund
151108,-,INF917K01HL7,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,11.1893,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151107,INF917K01HH5,-,HSBC Banking and PSU Debt Fund - Direct Growth,23.813,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151106,INF917K01HJ1,INF917K01HI3,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,11.2194,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151109,-,INF917K01HK9,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,10.3502,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151102,-,INF677K01AF4,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,11.1145,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151104,INF677K01AE7,-,HSBC Banking and PSU Debt Fund - Regular Growth,22.6789,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151105,INF677K01AI8,INF677K01AJ6,HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,10.5747,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
151103,-,INF917K01HM5,HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,10.3228,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,HSBC Mutual Fund
120256,INF109K010A6,-,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,31.8096,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ICICI Prudential Mutual Fund
120258,INF109K011A4,INF109K012A2,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,12.8585,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ICICI Prudential Mutual Fund
112342,INF109K01RT3,-,ICICI Prudential Banking and PSU Debt Fund - Growth,30.6047,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ICICI Prudential Mutual Fund
116174,INF109K01YE1,INF109K01YD3,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,10.8928,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ICICI Prudential Mutual Fund
118234,-,INF205K01JX8,Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment),1016.874,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
120444,INF205K01KT4,-,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,2261.7322,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
120443,-,INF205K01KS6,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),1035.2908,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
120445,INF205K01KU2,INF205K01KV0,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1010.3064,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
118232,INF205K01JV2,-,Invesco India Banking and PSU Fund - Growth Option,2119.2782,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
118233,INF205K01JW0,INF205K01JY6,Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment),1033.3526,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Invesco Mutual Fund
148534,INF00XX01861,-,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,12.4808,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ITI Mutual Fund
148536,INF00XX01879,INF00XX01887,ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,12.4808,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ITI Mutual Fund
148535,INF00XX01838,-,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,12.2192,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ITI Mutual Fund
148533,INF00XX01846,INF00XX01853,ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,12.2192,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,ITI Mutual Fund
123690,INF174K01FO3,-,Kotak Banking and PSU Debt - Growth,61.0807,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Kotak Mahindra Mutual Fund
123691,INF174K01FQ8,INF174K01FP0,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,11.4756,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Kotak Mahindra Mutual Fund
123693,INF174K01KH7,-,Kotak Banking and PSU Debt Direct - Growth,63.4493,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Kotak Mahindra Mutual Fund
123692,INF174K01KK1,-,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,10.2918,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Kotak Mahindra Mutual Fund
120337,INF767K01GJ2,INF767K01GM6,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,14.1166,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
120338,INF767K01GI4,-,LIC MF Banking & PSU Fund-Direct Plan-Growth,34.8911,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
120339,INF767K01GK0,INF767K01GN4,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,13.1404,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
120336,INF767K01GL8,INF767K01GO2,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,10.054,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
105822,INF767K01519,INF767K01527,LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,11.022,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
105823,INF767K01535,-,LIC MF Banking & PSU Fund-Regular Plan-Growth,32.4875,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
105856,INF767K01543,INF767K01550,LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,12.1588,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
105857,INF767K01568,INF767K01576,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,10.1151,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,LIC Mutual Fund
148419,INF769K01FY9,-,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,12.353,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Mirae Asset Mutual Fund
148417,INF769K01FX1,INF769K01FZ6,Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,12.3501,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Mirae Asset Mutual Fund
148416,INF769K01FV5,-,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,12.1296,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Mirae Asset Mutual Fund
148418,INF769K01FU7,INF769K01FW3,Mirae Asset Banking and PSU Fund - Regular plan - IDCW,12.1306,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Mirae Asset Mutual Fund
134552,INF204KA1U61,-,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,20.0584,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134547,INF204KA1U53,-,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,20.0577,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134545,INF204KA1T56,-,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,19.39,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134555,INF204KA1U79,INF204KA1U87,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,20.0577,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134550,INF204KA1V37,INF204KA1V45,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,10.7251,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134556,INF204KA1U95,INF204KA1V03,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,10.9193,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134554,INF204KA1V11,INF204KA1V29,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,10.2902,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134548,INF204KA1T72,INF204KA1T80,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,19.39,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134549,INF204KA1U38,INF204KA1U46,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,10.6581,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134551,INF204KA1T98,INF204KA1U04,NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,10.8578,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
134553,INF204KA1U12,INF204KA1U20,NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,10.2908,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Nippon India Mutual Fund
125502,-,INF200K01V16,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1358.2035,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125503,INF200K01V08,-,SBI BANKING & PSU FUND - Direct Plan - Growth,3083.5122,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125505,INF200K01V40,INF200K01V57,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1260.8211,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125504,INF200K01V32,INF200K01V24,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1355.184,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125498,INF200K01U41,-,SBI BANKING & PSU FUND - Regular Paln - Growth,2911.9255,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125499,-,INF200K01U58,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),1328.501,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125501,INF200K01U82,INF200K01U90,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),1189.5657,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
125500,INF200K01U74,INF200K01U66,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),1328.2192,31-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,SBI Mutual Fund
119629,INF903J01RI4,-,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,20.363,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
119625,INF903J01PA5,-,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,40.7042,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
